"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Notre-Dame-de-Commiers";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;48,0695
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;788,83061
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;207,72782
"Jarrie";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;520,15728
"Claix";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;425,74478
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;52,19957
"Champagnier";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;116
"Brié-et-Angonnes";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;129
"Le Gua";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;214,02586
"Le Gua";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;458,33839
"Montchaboud";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;33,97345
"Échirolles";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;2288,69435
"Corenc";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;969,59577
"Poisat";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;206,1236
"Sarcenas";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;10,71939
"Séchilienne";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;183
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;459,60967
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;278,4093
"Bresson";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;80
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;22,38518
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;238,72713
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;365,60002
"Le Gua";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;225,13097
"Murianette";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;308,48422
"Murianette";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;133,70043
"Séchilienne";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;73
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;363,43163
"Domène";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;700,84007
"Claix";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;563,35103
"Meylan";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;3753,25793
"Meylan";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;906,69294
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;22,81925
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;465,44311
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;885,38785
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;1005,85733
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;3836,4892
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;2494,87203
"Champagnier";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;442
"Gières";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;812,6414
"Gières";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1908,27898
"Noyarey";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;413,03496
"Fontaine";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;2108,66834
"Fontaine";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;3119,12032
"Sassenage";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;920,6219
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;747,0417
"Seyssins";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;877
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;37,54228
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;125,52119
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1924,03368
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;393,6349
"Champagnier";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;906
"Grenoble";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;24015,77204
"Gières";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;456,65666
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;132
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;135
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1571
"Corenc";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1319,09805
"Corenc";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;133,39408
"Seyssins";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;411
"Claix";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1190,06952
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;471,11905
"Meylan";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;7258,32978
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;248,14278
"Bresson";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;254
"Gières";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;4412,73471
"Seyssinet-Pariset";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;694,75065
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;35,2158
"Notre-Dame-de-Commiers";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;37,49421
"Poisat";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;661,47658
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;708,3146
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;251,11936
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;100,07823
"Champagnier";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;201
"Domène";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;784,02785
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;182,97023
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;323,67531
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;24,80354
"Sarcenas";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;24,36224
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;346,30964
"Jarrie";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2801,60871
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;171,96699
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1143,056
"Noyarey";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;174,31818
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;95,71353
"Notre-Dame-de-Commiers";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;25,95753
"Corenc";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;128,4614
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;356
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;311
"Échirolles";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1960,42667
"Fontaine";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;16352,76074
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;334,64477
"Fontaine";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1376,80294
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;4542,47642
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;182,55403
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;1143,52205
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;69
"Noyarey";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;155,16491
"Eybens";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;638,66899
"Échirolles";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;2847,92174
"Domène";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;4972,56104
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;255,38078
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;183,48047
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;23,18988
"Murianette";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;43,93881
"Fontaine";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;4508,2595
"Poisat";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1648,20223
"Poisat";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;324,21369
"Grenoble";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;6782,52787
"Herbeys";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;172,41566
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;467,24668
"Claix";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;533,84605
"Corenc";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;96,6061
"Saint-Égrève";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;875,20712
"Montchaboud";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;64,85841
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;22888,76202
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;496,20169
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;64,35845
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;41,16858
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;163,91504
"Claix";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2995,65324
"Claix";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;2654,73811
"Le Gua";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;639,0489
"Le Gua";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;133,26138
"Le Gua";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;130,23272
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;102,91777
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;891,2679
"Poisat";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;130,75109
"Corenc";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;199,09564
"Corenc";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2805,91933
"Seyssins";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1181
"Bresson";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;27
