"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Grenoble";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;7258,08889
"Le Gua";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;145,33869
"Échirolles";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;1343,48922
"Domène";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;544,94183
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;188,38025
"Veurey-Voroize";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;513,9249
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;103,35195
"Proveysieux";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;115,97233
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;3
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;5
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;533,15466
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;2282,69667
"La Tronche";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;4052,29934
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;47
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;205,38337
"Varces-Allières-et-Risset";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1643,98586
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;249
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;197,41033
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;70,09535
"Bresson";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;77,2215
"Séchilienne";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;141
"Veurey-Voroize";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;82,25393
"Seyssinet-Pariset";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1577,64763
"Seyssinet-Pariset";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1986,33856
"Sarcenas";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;13,21586
"Sarcenas";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;1,10132
"Sassenage";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;8617,92755
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;52,83844
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;69,39641
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;67,50717
"Poisat";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;89,44068
"Eybens";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;820,03255
"Domène";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;202,38411
"Eybens";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;270,65976
"Grenoble";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;7720,21343
"Gières";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;250,551
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2613,82037
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1406,18709
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;113,57342
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;26,7728
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;35,83694
"Corenc";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;321,48471
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;5
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;7
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1995,51715
"Venon";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;38
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;491,44028
"La Tronche";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;165,27018
"Varces-Allières-et-Risset";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;452,35586
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;443
"Venon";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;249
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;425,56869
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;37,64049
"Veurey-Voroize";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;66,51954
"Eybens";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;4060,33355
"Domène";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;188,65324
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;181,2608
"Le Gua";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;84,99354
"Gières";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;480,03384
"Claix";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;424,71442
"Claix";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2812,13697
"Noyarey";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;135,57226
"Noyarey";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;288,60674
"Proveysieux";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;61,48853
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;25
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;6
"Montchaboud";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;21,68737
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;28,89378
"La Tronche";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1854,57923
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;11,68562
"Varces-Allières-et-Risset";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;278,16335
"La Tronche";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;237,98855
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;8,88214
"Meylan";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;817,68472
"Sassenage";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;595,20634
"Séchilienne";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;736
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;303
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;63,19913
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2207,7609
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;269
"Gières";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;345,43534
"Grenoble";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;53022,91415
"Gières";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;810,84448
"Le Gua";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;83,90407
"Grenoble";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;2095,82882
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;50
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;159
"Domène";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;129,67869
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;67,69224
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1073,68719
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;178,62722
"Seyssins";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;543
"Séchilienne";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;50
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;306
"Venon";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;17
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;86,16351
"Murianette";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;114,21545
"Murianette";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;76,69993
"Montchaboud";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;22,67511
"Meylan";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;497,61825
"Gières";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2299,57778
"Gières";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;471,28408
"Fontaine";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1343,09969
"Domène";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;468,29814
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;152
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1320,85745
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;15,02133
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;54
"Bresson";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;77,33993
"Champagnier";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;55
"Claix";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;5888,21456
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;39,1977
"Sarcenas";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;6,60793
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;183,27784
"Sarcenas";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;18,72247
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;69,70778
"Proveysieux";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;30,73791
"La Tronche";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2197,72011
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;358
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;420
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;154
"Montchaboud";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;27,61901
"Herbeys";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;61,70792
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;77,4903
"Murianette";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;46,89609
"Eybens";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1428,72321
"Domène";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;336,34475
"Meylan";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;7465,42696
"Claix";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;553,6494
"Sarcenas";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;14,31718
"Séchilienne";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;59
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;116,98731
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;62,40715
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;6
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;160,37748
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;4298,21223
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;22676,77212
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;932,49738
"La Tronche";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;217,49172
"La Tronche";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;835,90538
"La Tronche";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;627,80043
"Domène";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2385,86189
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;186,71376
"Fontaine";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;3901,21607
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;238,04424
"Eybens";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;473,92862
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;41,59893
"Proveysieux";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;8,99486
"Claix";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;653,3755
"Gières";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;239,32551
"Herbeys";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;297,88212
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;28
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;151,74574
"Seyssins";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;573
"Noyarey";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;390,57011
