CodGeo;Note;nbLsPls;nbLsMes;txVac;txVac3m;txRot;txLsCol;txLsInd;txLs1p;txLs2p;txLs3p;txLs4p;txLs5pp;txLsm30;txLs30a40;txLs40a60;txLs60a80;txLs80a100;txLs100a120;txLs120p;txLsAv49;txLs49a75;txLs76a88;txLs89a00;txLs01a13;txLsAp13;txLsPlai;txLsPlusAv77;txLsPlusAp77;txLsPls;txLsPli;moyLoy;q1Loy;medLoy;q3Loy
34172;0;31761;341;1,1;0,4;6,7;97;3;14,1;18;37,1;23,7;7,2;10,9;3,7;20,1;45,4;16,6;3,1;0,2;1,2;23,2;16,2;17,6;24,2;17,6;9,7;27,6;48,1;12,5;2,1;6,69;5,63;6,71;7,43
34192;0;339;0;0;0;3,9;100;0;0;25,3;51,7;22,9;0;3,3;0;25,8;51,5;15,8;3,6;0;0;7,7;6,5;21,5;61,1;3,2;16,9;12,3;39,2;31,6;0;7,11;5,92;6,74;8,96
34198;0;170;0;0;0;7,2;74,7;25,3;0;36;39,6;17,1;7,3;0;0;36,9;43,2;19,9;0;0;0;0;0;14,5;29,5;56,1;23,5;0;76,5;0;0;6,67;6,08;6,61;7,19
34199;0;819;0;1,4;0;10,8;75,5;24,5;5,5;28,9;33,3;25,3;7,1;1,4;5,4;27,6;39,3;19,9;5,1;1,3;0;5,5;22,5;15,2;27,8;29;11,2;18,7;53,5;12,6;3,9;6,29;5,63;6,2;6,83
34202;0;553;0;0;2;6,7;82,1;17,9;0;33,1;37,7;20,8;8,4;0;0;33,2;42,3;22,4;2,1;0;0;0;0;18,3;21,9;59,9;16,9;0;65,4;17,8;0;7,14;6,38;6,98;7,35
34213;0;94;15;;;;;;;;;;10,8;;;;;;;12;;;;;;;;;;;;6,16;5,94;6,29;6,41
34217;0;264;37;0;0;5,3;89,8;10,2;0;22,2;43,6;29,3;4,9;0;0;19;50,4;26,4;4,3;0;0;0;18,7;0;19,9;61,4;22,3;0;68,2;9,5;0;6,72;6,03;6,6;6,95
34247;0;96;0;;;;;;;21,5;;12,1;;22,7;;19,3;;10,9;;;;;;;;;;;;19,1;;7,59;6,86;7,23;7,74
34255;0;210;0;0;0;5,1;43,2;56,8;0;26,1;29;37,7;7,2;0;0;20,8;33;46,2;0;0;0;0;0;0;52,8;47,2;22,3;0;61,6;16,1;0;6,82;5,97;6,44;7,49
34259;0;174;0;0;0;0;51,9;48,1;0;22,5;34,7;34,7;8,1;0;0;24;49,7;26,3;0;0;0;9,6;0;12,6;48,5;29,3;29,2;0;70,8;0;0;6,68;6,2;6,67;7,07
34270;0;875;0;0;0;11;85,8;14,2;0;33,1;37,8;26,6;2,6;0;1,3;32,7;47;17,6;1,4;0;0;0;0;12,8;5,3;81,9;26;0;68,8;5,2;0;7,19;6,64;7,17;7,51
34299;0;366;0;3;0;4,7;80,6;19,4;0;23,5;47,7;28,8;0;0;0;25,3;55;19,6;0;0;0;0;0;8,8;9,1;82,1;26,7;0;73,3;0;0;6,62;6,1;6,58;7,15
34301;0;4349;121;2;0,8;6,1;94,8;5,2;2,9;21,1;41,1;27,6;7,3;0,8;4,5;25,3;40,4;25,4;3,6;0;2,5;35,8;10;21,2;18,5;11,9;9,7;42,5;45,1;2,1;0,5;5,49;4,42;5,5;6,53
34309;0;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,95;6;6,51;8,5
34327;0;369;0;0;3,7;5,1;95;5;0;28,6;48,8;19,7;2,9;0;3;25,9;53,2;17,8;0;0;0;0;15,4;13,8;14,4;56,4;20,9;0;76,2;2,9;0;6,99;6,61;7,05;7,32
34332;0;208;0;0;0;6,1;77,3;22,7;0;23,2;46,9;24,2;5,7;0;0;29,6;58,7;11,6;0;0;8,2;0;0;11,5;24,2;56;22,7;0;72;5,3;0;6,43;5,98;6,59;6,83
34337;0;578;0;0;0;0;92,2;7,8;2,1;26,6;41,6;23,8;6;1,9;0;27,5;50,3;17,3;3,1;0;0;1,8;14,5;20,5;22,7;40,5;17,2;0;82,8;0;0;6,61;6,15;6,68;7,07
34344;0;236;11;0;0;0;100;0;0;22,9;50,2;26,8;0;0;0;16;59,1;24,9;0;0;0;19,7;41,4;29,1;0;9,8;5,8;38,1;56,2;0;0;5,99;5,29;6,1;6,56
35001;0;512;14;7,2;3,9;8,5;94,6;5,4;0;29,3;38,2;25,6;6,9;0;2,1;30,4;48,4;16,9;2,3;0;0;5,8;19,4;26,9;29,9;18;14,9;15,9;59,5;6;3,7;6,16;5,42;6,02;6,75
35012;0;239;24;0;0;9,6;71,9;28,1;0;24,7;43,4;27,5;4,4;0;0;31,2;54,5;14,2;0;0;0;4,5;22,7;20,6;10,1;42,1;17,9;12,7;65,3;4,1;0;6,04;5,7;6,12;6,48
35024;0;768;0;1,6;1,6;8,7;94,2;5,8;0;28,9;41;24,1;6;0;1,6;30,5;52,3;13,7;2;0;1,5;0;6,1;14;39,7;38,6;18,1;2,1;71,6;8,3;0;6,1;5,51;5,9;6,53
35047;0;1406;20;0,9;0;12;98,2;1,8;13,4;26,9;36,1;18;5,6;9,6;4,3;27,8;39,1;16,8;2,5;0;0;6,8;10,5;22,9;35,3;24,5;11,9;6,7;63,6;6,2;11,5;6,63;5,73;6,35;6,94
35049;0;316;0;0;0;10,7;82;18;0;27,7;38;29,5;4,8;0;4,1;27,4;43,5;21,8;3,2;0;0;15,2;21,3;16,8;10,8;35,9;16;14,8;65,8;3,4;0;5,89;5,21;6,01;6,34
35051;0;1973;174;2,8;0,7;18;93,1;6,9;29,8;23,2;28,2;15,3;3,5;28,4;2,4;22,6;31,4;13,5;1,6;0;0,7;4,7;10,8;18,7;38,1;27;11,2;13,6;38,5;18,1;18,6;7,4;5,82;6,46;7,2
35055;0;1087;12;1,9;0;7,5;96,1;3,9;0;29;44,1;21,3;5,6;0;2,8;28,9;50,9;16,2;1,3;0;0;3,1;18,5;9,4;60,2;8,9;7,5;3,8;78,1;9,6;1,1;6,53;5,92;6,39;6,98
35066;0;828;29;1,4;0;7,7;94,9;5,1;2,1;29,2;39,7;20,7;8,3;0;2,5;27,7;49;18,6;2,1;0;0;3,7;15,4;8,8;35,8;36,2;20,3;4,9;71,8;3;0;6,3;5,78;6,24;6,68
35069;0;267;0;0;0;4,5;63,2;36,8;0;27,4;41;26,3;5,3;0;0;26,5;46,9;26,5;0;0;0;0;0;36,1;28,6;35,3;19,9;0;80,1;0;0;6,24;5,83;6,26;6,7
35093;0;1138;0;1,5;0;9,5;76;24;3,8;27,9;39,6;24,5;4,2;0;3,8;30,7;53,8;11,7;0;0;4,6;23,9;39,5;6,6;10,3;15;4,4;42,4;44,9;8,3;0;6,03;5,19;5,91;6,52
35115;0;2948;0;1,6;0;9,4;91,1;8,9;3,2;21,6;41,3;27;6,9;0,8;2,8;31;53,6;10,4;1,5;0;7,8;62;15;4,6;8,7;1,9;6,2;59,6;27,4;4;2,7;5,15;4,64;4,95;5,62
35126;0;518;0;0;0;11,3;74,7;25,3;0;29,8;41,3;21,7;7,2;0;2,2;35;42,8;20;0;0;0;0;20;16,6;27,2;36,2;23,1;4,7;72,3;0;0;6,04;5,62;6,08;6,51
35136;0;222;0;5,9;0;4,9;66;34;5;22,9;41,7;23,9;6,4;0;0;27,5;47,2;20,5;4,8;0;5,7;0;27,8;18,2;29,7;18,7;14,7;4,7;75,9;0;4,7;6,02;5,76;6,04;6,46
35152;0;586;36;1,9;0;7;70,5;29,5;0;28,7;40,1;23,3;7,9;0;0;27,3;45,3;25,4;2,1;0;0;0;23,2;16;10,6;50,3;17,6;10,1;61,4;6,7;4,3;6,32;5,68;6,21;6,8
35173;0;383;0;0;0;12,4;78;22;0;31,5;38,6;25,2;4,7;0;0;34,3;44,8;20,9;0;0;3,1;0;14,8;10,6;8,6;62,9;21,2;0;73,8;5;0;6,32;5,75;6,31;6,72
35188;0;358;32;3,8;0;11,2;87;13;0;29,8;40,8;24,7;4,8;0;0;27,8;45,8;26,4;0;0;0;16,2;24,5;11,2;22,7;25,4;12,9;23,2;63,9;0;0;5,78;5,35;5,82;6,29
35196;0;577;0;2,2;2,1;5,5;92,2;7,8;0;32,9;38,1;25,6;3,4;0;1,9;33,9;47,5;14,8;1,9;0;2,1;27,8;0;20,1;23,2;26,7;14,8;22,6;58,1;1,9;2,6;5,84;5,18;5,71;6,34
35206;0;723;31;1,7;0;10,3;97,8;2,2;1,9;30,7;42;21,1;4,3;0;1,7;32,1;49,9;14,8;1,6;0;0;0;12,2;23,2;37,5;27,1;16,2;3,5;69,8;10,5;0;6,2;5,53;6,03;6,54
35210;0;643;0;0;2;9,8;92,9;7,1;2,5;35;37,9;20,7;3,9;0;3,6;37,4;42,1;16,9;0;0;0;5,9;20,7;12,9;38;22,4;14,3;13,7;68,7;1,7;1,7;5,98;5,39;5,92;6,41
35236;0;705;0;0;0;4,7;83,8;16,2;8,9;26,6;36,3;21,8;6,4;2,4;9,1;28,4;42,2;16,1;1,7;0;3,9;51,9;19,9;7,9;5;11,4;7;58,6;28,2;1,6;4,7;5,68;5,1;5,6;6,3
35238;0;31215;675;2,3;0,8;8,7;98,2;1,8;13,5;24,5;32,3;21,7;8;9,9;4,8;30,9;38,7;12,9;2,5;0,3;1,9;51,3;9,7;13,3;12,3;11,5;5,2;52,6;32,2;7,6;2,4;6,19;5,3;5,95;6,73
35240;0;891;0;1,6;0;7,6;84,8;15,2;6,4;29,5;33,5;23,3;7,3;0;5,7;28,7;43,2;18,2;2,9;1,2;1,3;13,5;21,7;19,6;17,8;25,9;11,4;15,3;53,8;16,4;3,1;6,19;5,3;6,05;6,94
35278;0;511;0;0;0;6,1;93,7;6,3;0;34,7;34,5;21,2;9,7;0;2,4;35,4;44,2;13,7;4,4;0;2,2;4,6;19,4;12,1;21,2;40,6;15,4;17,1;54,5;13;0;6,43;5,65;6,25;6,96
35281;0;1524;92;2,5;0,8;8,2;99;1;1,8;27,5;38,4;25,7;6,6;2,6;3,5;27,5;42,9;20,8;2,7;0;0;7,8;2,5;22,3;46,5;20,9;10,6;7,9;54;23,7;3,7;6,94;6,05;6,67;7,76
35288;0;6941;152;3,4;2,2;8,2;94,7;5,3;5,4;24,7;33,5;28;8,5;2,3;2,4;25,3;44;21,5;4,3;0,2;0,4;35,1;29,2;15,3;6,9;13,2;4,6;44,8;43,7;6,5;0,5;5,68;4,82;5,41;6,21
35334;0;598;23;0;0;8,9;96,1;3,9;2;31,3;39,8;23,1;3,8;0;2,3;30,4;50,8;16,4;0;0;0;0;3,7;23;32,5;40,7;16,3;0;76,3;7,4;0;6,16;5,58;6,04;6,5
35352;0;580;35;5,1;0;8,3;91,5;8,5;0;39,9;38,3;18,8;2,9;0;0;35,9;51,7;12,4;0;0;0;2,4;10,2;21,3;26,7;39,4;15,2;0;73,9;10,9;0;6,38;5,61;6,12;6,71
35360;0;1594;20;2;0,9;8,7;78;22;8,3;23,6;36,5;22,8;8,7;1,1;7;21,8;44,7;22,1;3,2;0;2,4;30,3;27,4;10;10;19,9;8,2;37,9;51,1;2,1;0,7;5,81;5,13;5,78;6,42
36044;0;7722;41;1,7;0,4;11,5;82,6;17,4;4,8;18,4;42,2;27,8;6,7;1,4;4;27,8;48,2;15,7;2,6;0,3;0,9;50,7;14,9;21,4;8,7;3,5;4,1;59;30;2,9;3,9;5,64;4,96;5,53;6,18
36063;0;709;0;0;0;11,1;73,8;26,2;6,7;20,2;42,1;23,7;7,2;1,8;2,7;26,8;47,5;18,7;2,5;0;0;53,2;17,7;21,1;6,1;1,9;0;67,8;25,8;1,5;4,9;5,64;4,94;5,57;6,11
36088;0;1908;0;4,7;3,1;18,4;75,4;24,6;13,3;17,5;40,1;23,6;5,5;3,3;9,4;24,1;44,9;14,3;3,4;0,6;1,8;42,1;12,5;24,5;14,7;4,4;4,5;47,5;42;0,9;5,2;5,58;4,94;5,5;6,06
36159;0;245;0;0;0;9;18,2;81,8;0;19,9;41,2;28,3;10,6;0;0;18,1;49,2;28,2;4,4;0;0;0;0;7,8;48;44,3;16,8;0;78,2;5;0;6,28;6;6,12;6,41
37003;0;1610;0;2,6;1,1;9,7;77,3;22,7;4;20,8;38,9;27,7;8,6;1,1;2,9;25,9;49,7;18,2;2,3;0;1,2;73,2;5,9;4,5;6,6;8,7;2,5;73,9;18,7;4,9;0;5,33;4,55;5,06;5,76
37018;0;578;34;1,9;0;10,3;73;27;0;23,7;49,5;23,2;3,6;0;0;26,1;53,9;15,2;2,8;2;0;23,3;36,7;11,7;11,5;16,8;2,8;23,7;57,4;13,4;2,8;6,6;5,58;6,44;7,47
37050;0;1434;83;1,4;0;9;93,1;6,9;5,9;29,8;36,5;23,6;4,2;1,2;4,5;30,3;44,6;18,6;0,8;0;0;15,1;17,3;24,3;18;25,3;11,6;13,6;64,3;8,1;2,4;6,52;5,74;6,6;7,21
37109;0;559;12;0;0;11,9;66,7;33,3;3,7;26,7;40,2;24;5,4;0;3,1;29,2;44,8;20,9;2;0;1,9;3;11,1;29,2;26,2;28,5;21,2;2,7;63,8;9,8;2,5;6,78;6,1;6,72;7,39
37122;0;4421;30;2,4;0,9;7,8;93;7;2,7;18,7;39,6;30,6;8,3;0,3;1,6;22,7;56,8;16,8;1,6;0,2;0;59,3;17;11,1;7,5;5,1;2,8;67,6;26,1;2,5;1;5,57;4,58;5,26;6,5
37156;0;919;0;3,1;2,1;9;72,3;27,7;2,9;21,6;40,1;27;8,4;1,2;1,3;27,4;45,5;20,2;4,5;0;1,3;21,7;31,6;15,9;10;19,5;7,7;23,9;56,2;10,9;1,3;6,62;5,75;6,9;7,46
37195;0;1482;0;2,2;0,8;8,2;91,8;8,2;7,8;24,8;40,6;21,8;5,1;0;7,7;28,6;41,4;20,9;1,4;0;0,7;21,8;37,5;26,8;8,9;4,4;3;45,6;47,5;3,1;0,8;5,81;4,68;5,62;6,72
37208;0;977;0;1,4;1,1;8,6;97,2;2,8;4,7;29,1;38,4;23;4,7;0;3,7;33,8;35,4;26;1,1;0;1,3;22,4;33,8;16,9;18,1;7,5;5,8;48,2;28,7;17,3;0;5,76;4,35;5,24;7
37214;0;1593;125;4,5;0,7;8;98,8;1,2;1,5;30,9;43,8;17,4;6,5;0,7;3,5;34,5;47,7;12,3;0,7;0,7;0;43,5;8,7;12,9;4,1;30,8;8,6;50,7;28,4;12,2;0;5,99;4,91;5,49;6,96
37233;0;3335;30;3,6;1,8;9,3;88,2;11,8;3,6;20,7;37,6;31,2;6,9;0;2,5;26,5;41,3;23,8;4,7;1,2;4,3;60,2;15,5;2,8;10,4;6,9;2,4;70,2;19,7;3,3;4,4;5,3;4,25;4,96;6,15
37261;0;21007;11;1,4;0,5;9,6;95,6;4,4;17,3;23,4;31,7;20,8;6,9;8,7;8,8;31,8;38,1;10,7;1,8;0,1;2,3;54,9;15,5;14,4;6,5;6,5;4,3;63,5;25,7;5,5;1;5,94;4,95;5,71;6,86
37266;0;374;16;0;0;10,5;58,8;41,2;3,2;24,1;40,4;26,5;5,9;0;2,8;27,6;45;21,7;2,8;0;0;3,2;13,5;18,1;33,9;31,3;13,6;3,1;83,2;0;0;6,37;6;6,38;6,81
38053;0;4150;0;2,4;1;9,1;91,7;8,3;3,7;21,1;40,8;24,9;9,6;0,8;3,8;31,5;38,4;21;4;0,5;0,6;37,7;24;11,1;14,3;12,4;6,2;49,6;38,7;3,2;2,3;6,79;6;6,74;7,42
38085;0;752;0;4,5;1,9;6,7;100;0;1,6;19,3;35,9;31,5;11,8;0;1,4;28;45,2;20,3;5,1;0;0;56,1;43,9;0;0;0;1,5;42,8;55,8;0;0;6,16;5,56;6,24;6,61
38111;0;474;0;2,3;2,3;8,8;86;14;3,4;25,6;37,4;24,9;8,7;0;2,8;30;46,7;16,2;4,3;0;16,3;2,9;29,9;0;23,8;27;18;0;71,7;10,4;0;6,9;6,44;6,9;7,33
38140;0;807;37;1,4;0;5,5;92;8;2,9;25,9;38,4;26,8;6,1;0;3;24,1;41,3;25,9;4,3;1,4;0;16,5;20,3;21,8;20;21,4;9,3;16,8;64,8;7,7;1,3;6,97;6;7,04;7,59
38150;0;627;17;0;2,4;9,5;96,5;3,5;3,4;28,9;42;19,9;5,7;1,7;2,4;42,2;32;15,9;4,1;1,7;0;25,9;33,9;15,9;14;10,4;8,3;21;70,7;0;0;7,36;6,85;7,31;7,8
38151;0;6500;13;2,4;1,2;8,4;100;0;2,8;20,4;38,8;29,3;8,8;0,6;1,9;31,2;44,7;18,7;2,5;0,4;4,4;52;12,3;8;14,8;8,6;3,6;51,9;39,1;4,2;1,2;6,48;5,53;6,24;7,32
38158;0;1128;51;2,1;0;8,1;98,8;1,2;3,4;23,7;37,2;28,5;7,1;0;4,4;29,2;43,9;18,6;2,9;1;0;9,2;12;41,5;13,2;24,1;14;1;77,5;4,9;2,7;7,46;6,84;7,32;7,81
38169;0;2500;0;2,8;1,3;6,8;95;5;7,3;15,6;37,5;31,7;8;3,2;3,6;23;46,9;20,4;2,4;0,4;0,4;35;18,4;14,5;19,6;12,1;8,3;31,3;55,3;3,5;1,5;6,72;6,12;6,58;7,24
38179;0;744;0;2;1,5;19;100;0;34,1;17,9;28,3;17,9;1,8;33;2,9;17,6;32,8;11,5;2,1;0;1,9;1,5;19,6;40,5;13;23,7;11,7;1,9;77,3;9,2;0;7,83;6,8;7,27;7,73
38185;0;17639;153;2,3;0,9;8,4;98,9;1,1;8,8;21,6;34,4;26,4;8,7;3,9;4,6;26,7;39,5;19,8;4,4;1,1;7,8;39,2;15,8;7,4;19,5;10,3;6,8;42;42,1;5,9;3,2;6,61;5,69;6,54;7,33
38193;0;2733;25;2,8;0,7;7,6;65,6;34,4;2,8;16,1;30,5;35,4;15,2;0;2,3;14,6;33;42,6;7,2;0,4;0;0;31,4;59,9;3,6;5,1;1,4;0;93,1;3,7;1,8;6,96;6,39;6,93;7,39
38229;0;1392;13;0,8;0;6,2;92,1;7,9;8,5;20,6;34,2;25,7;11;4,2;5,7;25;37,7;21,8;4,6;0,9;0,8;5,1;44,1;11,1;14;24,9;11,8;14;62,5;11;0,8;7,02;6,37;6,9;7,43
38239;0;619;18;5;2,1;9;98,2;1,8;9,2;13,2;38,4;32,1;6,9;0;5,9;18,8;48,6;24,2;2,5;0;0;40,3;18;26,2;1,9;13,6;7,3;38;50,1;1,8;2,9;6,41;5,7;6,4;6,92
38269;0;757;0;2,1;1,7;8;62,1;37,9;4,5;20,7;36,2;28;10,7;1,4;8,6;23,1;41,4;24,1;1,4;0;40,6;33,2;21,3;5;0;0;7,2;28,4;61,5;1,4;1,5;6,66;5,9;6,63;7,25
38298;0;613;0;4,1;0;8,9;91,4;8,6;3,6;16,6;47;24,4;8,4;0;2,1;42,6;36,6;18,7;0;0;2,2;71;0;12,6;0;14,1;8,7;64,4;26,9;0;0;6,15;5,4;6,08;6,9
38314;0;615;0;0;0;6,7;95,5;4,5;9,5;17,2;35,8;28,5;9,1;1,8;4,7;18,3;48,4;25,1;1,8;0;0;45,6;30,4;0;9,2;14,9;4,4;65,4;24,9;3,3;1,9;5,69;4,86;5,74;6,28
38317;0;1432;14;1,2;0;10;91,7;8,3;4,7;15,8;34,9;34,1;10,5;1,4;2,9;16,8;55,9;20,6;2,4;0;3,3;49,7;14,6;14;9,2;9,2;4,3;40,1;53,5;1,2;1;6,5;5,7;6,51;7,14
38318;0;985;0;1,9;0;6,1;97;3;3,8;16,5;36,4;31,9;11,4;0;3,2;21;56,5;17,2;2;0;3,2;87,5;0;0;1,4;7,9;1,3;85,5;5,7;4,5;3,1;5,08;4,49;4,69;5,16
38337;0;606;0;3,6;0;11;94;6;3,4;17;43,6;28,2;7,7;4,9;0;28,8;47,1;19,3;0;0;0;33,9;18,9;11,4;16,1;19,7;9,1;44,2;35,1;7,8;3,8;6,39;5,43;6,44;7,13
38344;0;731;0;3;1,7;14;86,5;13,5;4,5;23,7;39,1;27;5,8;0;1,9;28,1;45,9;22,6;1,5;0;5,8;35,5;24,6;3,7;8,7;21,6;11,5;33,4;53,3;1,8;0;6,26;5,82;6,29;6,84
38382;0;1615;36;2;0;7,6;91,9;8,1;3,7;23,1;42;24,3;6,8;1,9;3;27,4;40,9;20,6;5,5;0,7;0;11,9;28,3;6;14,1;39,6;16,9;7,3;69,2;5,8;0,7;7,18;6,5;7,11;7,55
38397;0;352;0;0;0;5,8;96,7;3,3;0;31,7;43,5;21,3;3,4;0;0;29,9;47,2;22,9;0;0;4,4;0;7;16,4;38,7;33,4;21;0;71,7;7,3;0;7,33;6,79;7,19;7,65
38416;0;805;21;3,6;1,9;12,3;100;0;3,2;22,6;44;22,9;7,3;1,4;1,4;32,9;50,6;12,4;1,4;0;0;42,2;11,2;27,8;11,3;7,5;6,3;31,7;60,7;0;1,4;6,09;5,45;6,19;6,64
38421;0;4399;36;2,5;1,3;8,2;98,4;1,6;20,6;12,7;36;25;5,7;14,1;6,9;28;36,4;12;2,1;0,5;1,1;34,4;13,6;18,8;20,4;11,8;5,4;16,3;67,3;8,2;2,8;7,19;6,61;7,11;7,58
38423;0;622;11;3,1;0;14,9;94,6;5,4;2,3;14,7;40,9;31,4;10,8;0;3,3;30,7;46,7;17,5;1,8;0;20,1;18,9;12,4;29,4;11;8,2;13,7;29,5;51,6;1,7;3,5;6,73;6,04;6,71;7,43
38425;0;637;40;2,1;0;10,4;66,3;33,7;2,3;11,6;44;35,2;6,9;1,7;1,7;21,6;44,8;28,4;1,7;0;4,8;19;24,1;9,8;9,4;32,8;13,7;25,4;61;0;0;6,03;5,33;6,06;6,58
38449;0;563;0;2;0;8,6;75;25;0;9,6;34,5;40,3;15,6;0;0;11,2;51,1;33,9;3,8;0;0;25,2;45,6;20,8;8,4;0;1,9;61,4;32,2;1,9;2,7;5,88;4,95;5,6;6,75
38474;0;844;28;1,6;1,3;9,2;98,5;1,5;3,4;23,5;44,3;25;3,8;1,5;1,6;25,1;53,2;17,1;1,5;0;2,5;8,7;14,8;6,4;26;41,7;20,5;7,6;50,8;5;16,1;7,58;6,43;7,12;7,67
38485;0;646;32;2,6;1,7;8,9;95,6;4,4;6,7;29,1;41,3;18,4;4,5;3,6;2,2;38,5;37,9;14,8;3,1;0;0;15;31,5;0;18;35,5;23,3;8,9;61,3;6,6;0;7,41;6,81;7,3;7,82
38486;0;522;63;2,5;0;5,8;93,8;6,2;0;26,8;45,5;24,7;3,1;0;2;26,7;52,2;19,1;0;0;0;0;15,8;5,2;23;56;19,4;0;70,6;3,7;6,4;7,45;6,76;7,19;7,61
38509;0;1213;0;1;1;8,5;95,1;4,9;2,9;13,8;43,6;33,8;5,9;0;2,6;24,4;55,7;14,5;2,8;0;0;67,2;9,6;7,3;15;0,9;2,2;75,5;15,3;7,1;0;5,97;5,23;5,77;6,48
38516;0;491;0;8,6;5,4;13,4;100;0;31,9;14,8;20,5;26,6;6,1;24,1;6,2;18,5;44,2;7,1;0;0;0;42,7;4,9;24,2;25,5;2,7;5,5;41,1;43;5,1;5,3;7,66;6,93;7,37;8,16
38517;0;619;0;7;1,8;10,8;89,4;10,6;3,3;19,9;33,9;33,8;9,1;0;2,9;25,2;46,9;23,1;0;1,9;1,8;41,3;15,7;19,6;6,8;14,7;8,4;43,3;46,5;1,8;0;6,4;5,51;6,56;7,03
38524;0;558;32;2,7;2;11,3;85,4;14,6;0;27;40,3;28,4;4,3;0;1,9;30,5;44;19,4;4,2;0;0;12;2,7;18,9;45,3;21,1;17,3;9,6;67,9;3;2,1;7,16;6,56;7,14;7,57
38537;0;710;0;1,7;0;9,5;90,7;9,3;3,2;25,1;34,1;27,6;10,1;1,9;5;27,8;34,6;25,7;4,9;0;0;48;15,2;4,1;13,5;19,2;6,8;41;37,9;6,9;7,5;6,86;5,95;6,55;7,51
38544;0;4511;0;2;0,3;7;93,6;6,4;4,2;15,5;37,7;33,4;9,2;0,9;4,3;25,6;40,3;24,6;3,7;0,6;5,9;37,1;36,5;17,1;2,3;1,1;1,9;58,7;38,1;0,6;0,8;5,29;4,37;5,29;6,09
38545;0;480;19;0;0;6,7;64,7;35,3;6,4;20,2;28,9;31,2;13,3;0;2,9;25,7;33,6;26,8;11,1;0;7,7;10,4;29,6;16,6;2,6;33,2;15,1;25,8;56,5;2,7;0;6,72;6,22;6,85;7,12
38547;0;558;0;2,1;0;7,7;85,2;14,8;3,9;22;36,8;30,8;6,5;2,1;0;22,4;43,9;26,3;5,3;0;1,9;13,9;42,8;17,2;12,8;11,4;6,7;28,2;63,2;1,9;0;6,9;6,25;6,76;7,37
38553;0;3899;0;1,7;0,5;8,7;79,8;20,2;6;17,1;31,3;31,8;13,8;0,3;5,4;16,8;34,8;35,6;6,8;0,3;0;12,9;61,6;21,9;2,5;1,1;0,3;27,4;68,5;3,5;0,3;6,48;5,81;6,5;7,13
38562;0;719;0;0;0;7,5;97,1;2,9;5,9;17,9;46,1;26,3;3,9;1,6;2;39,9;40,3;12,5;2;1,6;14;40,4;22,5;15,4;2,5;5,2;8,7;50;39,3;0;2;6,29;5,52;6,18;7,17
38563;0;2631;30;3,4;1,1;9,2;98,5;1,5;5,8;17,7;39,2;31;6,3;1,5;4;28,8;49,8;13;2,6;0,4;0,8;55,2;17,8;3,5;8,6;14,1;5,1;61,3;30,6;3;0;6,18;5,49;6,04;6,73
38565;0;850;40;8,5;5,9;20;95,9;4,1;1,6;16,1;41,4;35,1;5,9;0;3;17,8;62,1;15,8;0;1,3;1,3;54,6;2,9;8,8;2,3;30,1;9,9;50,8;33,6;5,7;0;6,85;6,02;6,76;7,38
39097;0;972;12;2,9;2,9;7,1;95,8;4,2;4;18,6;41,2;29,7;6,6;2,6;4;24,1;57;11,1;0;1,2;1,2;65,1;26,6;3;1,1;2,8;3;88,8;7;1,2;0;4,55;4,19;4,42;4,74
39198;0;3301;15;0,4;0;9,6;92,8;7,2;3,4;15,5;40;34,8;6,3;1,1;5,5;26,1;54,7;11,1;1,1;0,5;3,8;69;15,1;4,6;5;2,5;9,8;68;21,5;0,3;0,4;5,31;4,61;5,2;6,05
39300;0;2948;41;4,6;2,7;7,1;96,5;3,5;1,9;19,1;40,6;31,2;7,2;0,5;2,2;29,6;53,2;11,8;2,4;0,4;4,3;63,7;13,1;10,7;6,6;1,6;1,9;70;27,1;0,4;0,6;4,98;4,3;4,79;5,59
39368;0;669;15;13,2;10,3;11,3;100;0;3,1;14,1;42,7;32,8;7,3;1,9;1,8;42,5;45;8,8;0;0;5,9;65,5;16,3;5,8;2,7;3,8;2,5;80,3;13,5;3,7;0;5,29;4,63;5,11;5,89
39478;0;1362;0;14,9;13,1;6;98,9;1,1;6,2;17;36,1;30,2;10,6;0,9;7,6;18,5;48,5;20,7;3;0,8;1;60,1;21;8,4;9,4;0;4,9;71,8;20,2;0,8;2,3;5,19;4,66;5;5,64
40001;0;357;0;3,7;0;10;80,1;19,9;16;14,3;33,9;26,3;9,5;10,3;4,3;14,9;44,8;25,5;0;0;14,7;36;26,7;10,9;3,3;8,4;3,1;47,3;49,6;0;0;5,04;4,38;4,77;5,75
40046;0;516;0;2,1;0;6,8;73,2;26,8;2,1;15,1;37,1;37,9;7,8;0;0;17,1;60,7;19,8;2,4;0;0;69,3;0;2,3;10,9;17,5;5,3;71,8;16,6;6,3;0;5,2;4,54;4,84;5,61
40065;0;663;42;0;0;5,2;79,3;20,7;2,4;29,9;35,6;27,6;4,4;0;4,3;30,2;44,5;18,6;2,4;0;0;13,6;17;7,1;38,7;23,6;12,9;17,6;55,1;14,4;0;6,01;5,35;6,08;6,77
40088;0;2506;123;2,3;1;7,8;76,8;23,2;7,6;22,5;40,8;22,4;6,8;3,7;4,2;23,9;42,3;23;2,9;0;3;40,2;22,7;10,6;4;19,6;7,9;40,8;51,3;0;0;5,62;4,83;5,56;6,38
