CodGeo;Note;nbLsPls;nbLsMes;txVac;txVac3m;txRot;txLsCol;txLsInd;txLs1p;txLs2p;txLs3p;txLs4p;txLs5pp;txLsm30;txLs30a40;txLs40a60;txLs60a80;txLs80a100;txLs100a120;txLs120p;txLsAv49;txLs49a75;txLs76a88;txLs89a00;txLs01a13;txLsAp13;txLsPlai;txLsPlusAv77;txLsPlusAp77;txLsPls;txLsPli;moyLoy;q1Loy;medLoy;q3Loy
77215;0;761;0;2,9;1,5;5,7;100;0;2,6;14;40,4;36,8;6,2;1,4;0;22,4;63,4;12,8;0;0;2;78;3,8;0;16,3;0;3,3;35,4;57,6;0;3,7;6,19;5,35;6,13;6,55
77243;0;2096;61;4,3;3,7;5,8;99,5;0,5;4,5;16,9;43,5;26,6;8,5;2,4;3,6;38,9;43;12;0;0;0;56,2;12;4,7;7,1;20;5,7;69,3;15,4;9,5;0;7,07;6,07;6,47;7,68
77249;0;303;36;0;0;11,1;100;0;6,4;29,6;41,9;18;4,1;3,6;5,3;31,7;54,8;4,6;0;0;0;69,9;0;0;17,4;12,8;6,7;69,9;23,4;0;0;6,4;5,72;6,06;7,42
77251;0;1609;0;1,5;0;4,5;82,2;17,8;35,1;16,3;21;19,1;8,5;31,9;4,3;16,6;27,9;17,7;1,5;0;1,4;2,3;20,6;14,2;41,9;19,6;14,9;0;78,5;4,1;2,5;8,07;7,27;7,8;8,5
77258;0;1716;0;0;0;3,4;90,4;9,6;13,9;14,6;34,2;26,2;11,2;9,8;4,1;14,5;37,4;26,6;6,8;0,8;7,3;0;59,7;22,3;4,2;6,5;8;0,6;78,5;11,3;1,6;7,58;6,81;7,36;8,07
77284;0;8760;240;2,4;1,4;5,3;96,4;3,6;6,1;18,7;37,9;29,8;7,4;1,8;5,4;21,4;47,4;21,6;2,1;0,4;0;52,6;16,2;10,8;8,9;11,5;4,4;56,6;30,8;6,1;2,1;6,56;5,39;6,26;7,44
77285;0;3694;0;2,8;1,2;5,7;97,6;2,4;5,6;15,4;42,9;27,8;8,3;3;1,4;14,6;52;26,3;2,7;0;0;42,5;50,4;4,6;0,7;1,9;9,4;44,5;42,2;1;2,9;6,87;6,06;6,72;7,55
77288;0;7207;263;2,1;1;5,1;97,9;2,1;6,9;18,6;39,6;28,2;6,6;3,1;4,3;26,7;49,6;14,2;1,5;0,5;3,2;67,5;5,9;10,1;4,5;8,7;9,5;67,1;16,7;1,7;5;6,93;5,96;6,48;7,52
77294;0;1748;13;1,1;0;4,5;80,8;19,2;4,7;20,1;40,4;26,8;8;0;3,5;23,1;54,6;16,9;1,9;0;0;17,3;15,9;25,7;35,9;5,2;11,8;25,2;62;1,1;0;7,47;6,53;7,58;8,32
77296;0;2051;18;1,1;0,6;6,1;95,2;4,8;9;16,2;42,5;25,3;7;3,8;3,7;22,6;48,8;18,9;2,3;0;2,8;19,3;49;18,1;5,1;5,7;6,1;21,9;72;0;0;7,5;6,82;7,54;8,13
77305;0;3587;0;2,7;1,3;7;86,9;13,1;4;14,3;32,3;35,8;13,6;1,2;2,8;25,1;46,3;20,6;3,1;0,9;0;63;3,9;3,1;19,6;10,3;5,7;63,3;25,2;0,5;5,3;6,23;5,51;5,98;6,89
77307;0;954;49;5,4;0;6,1;96,6;3,4;11;29;35,9;18;6,1;2,8;7,5;31,6;39,2;17,4;1,5;0;0;0;0;12,6;44,3;43,1;14,8;0;44,9;34,4;5,9;8,97;7,6;8,3;10,26
77316;0;435;15;0;0;8,6;88;12;7,8;16,9;40,9;28,7;5,8;2,8;2,8;26,8;48;19,6;0;0;0;11,8;26,1;18,1;6,1;37,9;16,5;22,5;52,8;4,9;3,3;6,76;5,41;7,07;7,75
77326;0;704;0;0;0;5,5;59,3;40,7;6,2;17,7;25,2;35,7;15,2;0;4,9;17,3;47;27,7;3,1;0;0;0;58,1;40,4;1,5;0;4,9;6,9;84,9;3,3;0;8,08;7,33;8,01;8,88
77327;0;1219;0;1,8;1;8,9;90,5;9,5;1,3;12,8;38,3;34,4;13,2;0;1,9;14,5;64,5;18,2;0,9;0;0;62,2;4,8;18,9;9,8;4,3;7,6;57,9;30,7;3,8;0;5,85;5,04;5,4;6,64
77330;0;423;66;2,7;0;4,5;95,1;4,9;3,2;29,4;40;23,8;3,7;2,7;2,9;30,8;40;21,1;0;2,7;0;0;15;2,5;18,1;64,4;25;0;69,3;5,7;0;7,68;7,17;7,86;8,16
77333;0;2075;0;3,6;1,7;8,5;93,7;6,3;3,4;16,8;38,4;33,1;8,4;1,8;2,3;21,6;56,4;15,8;2,1;0;0;75,6;11;5;6,9;1,5;2,2;79,8;17,3;0;0,8;6,13;5,54;6,11;6,62
77337;0;3055;0;0,9;0,6;6,7;98,5;1,5;29,1;14,5;28;21,5;6,9;24,9;4,2;14,8;38,4;15,2;2,4;0;0;25,9;49,4;0;5;19,6;0,5;57,9;24,6;14,2;2,8;7,06;6,04;6,68;7,54
77349;0;455;0;0;0;8,9;88,6;11,4;2,5;38,5;34,6;12,4;12;0;6,3;37,4;38,7;13,7;4;0;2,4;0;30,9;28,7;6,6;31,4;20,6;0;79,4;0;0;7,51;7;7,46;7,91
77350;0;1525;0;0;0;5,4;96,8;3,2;4,9;19,3;59;10,8;6,1;0,8;3,5;24,2;58,3;11,9;1,3;0;0;49,3;14,6;2,8;0;33,3;10,9;49,3;31,2;8,6;0;6,47;4,89;5,34;7,53
77373;0;3413;193;0,9;0,3;5,5;91,9;8,1;4,7;21,3;38,5;29,8;5,8;1,1;3,7;23,9;55,2;15,7;0,4;0;0;29,3;8;21,2;22,9;18,6;12,9;17,8;57,1;12,2;0;7,84;7,03;7,77;8,43
77379;0;1854;0;2,3;1;7,3;95,4;4,6;7,6;15;38,9;29,4;9,2;4,8;5,7;29,1;44;13,4;3;0;3,9;71,6;16,9;4,8;2,7;0;11,6;79,6;8,2;0;0,6;5,81;5,12;5,71;6,21
77390;0;1834;0;0,7;0;4,7;96,4;3,6;4,2;23,7;49,9;18,3;4;0,8;3;24,7;52,3;18,3;0,8;0;0;34,4;29,2;16,2;5,5;14,7;6;51;35,7;7,2;0;6,84;5,7;6,57;7,58
77407;0;1568;60;1,8;1,3;7,9;90,9;9,1;6,7;26,1;38;24,2;5;1,5;4,6;27,8;52;11,4;1,1;1,5;0,9;12,4;27,9;0;24,5;34,3;12,1;27,9;46,9;9,7;3,4;7,2;5,36;7,3;8,32
77431;0;224;0;0;0;8,5;78,1;21,9;5,4;23;41;23,9;6,8;0;4,4;25;61,3;4,4;4,8;0;0;20;0;43,7;0;36,3;23,7;19,2;57,1;0;0;6,97;5,98;7,45;7,64
77438;0;648;0;0;0;3,4;90,7;9,3;4,8;28,7;42,7;18,9;4,9;0;4,5;29,6;50,1;14,1;0;1,7;0;8,3;22,1;25;2,6;42;15,2;8,1;61;13,4;2,3;8,69;7,58;8,38;9,7
77445;0;3258;114;1,8;1,1;5,9;90,5;9,5;5,7;18,4;38,3;27,4;10,3;0;4,3;19,2;45,6;25,1;5,1;0,6;0;5,7;46,3;26,1;11;11;7,6;17,1;64,6;6,8;3,9;7,52;6,61;7,42;8,29
77458;0;499;0;10,1;8,5;8,6;90,5;9,5;4,1;16,1;39,9;34;5,8;0;3,6;17;72;7,4;0;0;0;57,5;10,4;20;12,1;0;3,4;59,9;36,7;0;0;6,13;5,23;5,48;7,22
77464;0;1110;0;1,2;0;5,2;95,9;4,1;5,5;19,7;49,6;18,6;6,6;1;5,8;27,9;51,1;12,7;1,5;0;0;53,1;0;7,7;2,5;36,7;8,7;54,1;23,7;7,5;6;7,68;6,11;7,16;8,57
77468;0;3347;45;1,4;0,4;4,6;97,6;2,4;9,3;21,1;36,7;25,5;7,4;4;5,3;22,6;46;19,2;2,9;0;0,7;14,2;58,4;14,3;9,2;3,1;5,8;33,3;52,6;2,5;5,8;7,12;6,04;7,01;8,01
77470;0;634;0;2,4;1,7;4,1;90,7;9,3;1,9;15;43;31,5;8,6;0;3,8;14,7;44,6;32,2;4,8;0;0;45,9;41,5;7,3;5,3;0;4,5;46,7;39,5;5,3;3,9;6,15;4,43;6,41;7,23
77479;0;1436;0;2,5;1,4;4,2;97,5;2,5;2,4;17,6;35,2;35,4;9,3;0,8;1,7;20,7;46,8;22;8;0;10,9;39,9;13,4;0,8;26,4;8,6;7,1;40;26,5;22,4;4,1;7,42;6,07;7,08;8,11
77487;0;878;0;2,2;1,3;5,5;74;26;3,5;17,1;37,4;32,1;9,9;2;3,8;17,2;49,2;21,7;3,7;2,3;0;15,9;14,5;29,6;10,5;29,4;12,7;29,2;56,2;0;1,8;7,45;6,89;7,54;8,31
77495;0;679;0;1,6;0;4,7;59,2;40,8;2,3;23,2;30,3;35,2;9;0;2,2;24,4;36,8;31,8;3;1,8;0;1,6;17,6;15,6;13,6;51,7;22,4;0;75;2,7;0;8,07;7,38;7,79;8,58
77514;0;2155;59;1,9;0;6,7;97;3;5,4;22,2;45,7;21,7;4,9;1,8;4,7;27,7;50,5;13,8;1,4;0;0;11,5;23;18,4;29,5;17,5;11,6;33,7;43,9;8,7;2,1;7,51;6,02;7,48;8,51
78005;0;4111;0;0,9;0;6,1;96,7;3,3;4,3;16,7;43,5;30,1;5,4;1;4;20,9;62,3;10,8;1;0;3,1;65,4;2,7;15,3;8,9;4,7;3,8;61,4;31,1;3,7;0;6,86;6;6,39;7,57
78015;0;957;0;2,9;0;7,4;94,7;5,3;5;24,1;37,8;27,1;6;1,3;2,6;23,3;46,8;24,1;1,9;0;0;22,7;35,4;7,6;0;34,3;10,9;20,7;38;20,2;10,2;7,48;6,24;6,92;7,96
78029;0;1657;0;1,8;0;4,2;99,1;0,9;4,3;22,3;36,8;31,3;5,3;0,7;5,3;20,8;56,9;15,5;0,8;0;0;76,6;0,9;13,2;0,9;8,4;1,7;0;97,4;0,9;0;5,74;4,97;5,37;5,96
78062;0;220;0;5,2;0;8,1;94,7;5,3;18,4;24,7;31,8;20,2;4,9;7,8;10;27,3;48,5;6,5;0;0;5,3;0;0;70,2;15,9;8,7;22,5;7,4;65,4;4,8;0;7,44;6,55;7,61;8,06
78073;0;1325;35;2,1;1;9,9;86,4;13,6;14,9;21,4;32,8;22,2;8,7;12,2;4,2;20,7;45,2;16,6;1,1;0;2,4;17,3;12,3;6,3;30;31,6;12,2;5;45,5;25,9;11,3;8,5;7,12;8,11;9,31
78092;0;801;0;1,6;0;4,6;97,9;2,1;6,4;22,5;41,1;24,8;5,2;4,3;6,4;41,8;39,9;7,5;0;0;0;42,9;10,9;7,4;14,2;24,6;8,1;43,7;15,8;28,3;4;8,22;6,22;7,11;9,34
78117;0;514;0;3,3;0;9,4;100;0;32,1;23,7;26,9;15,1;2,2;25,4;8,2;19,5;33,8;11;2,1;0;0;0;30,9;13,6;34,4;21,2;11,2;31,2;48,8;8,8;0;7,75;6,22;7,56;8,69
78123;0;2460;24;0,9;0,5;5,4;98,5;1,5;3,9;16,8;33,9;40,7;4,6;1;3;17,6;36,5;39,1;2,8;0;0;64,2;0;2,5;7,8;25,5;3,8;58,7;21;15,6;0,9;6,71;5,44;5,76;7,45
78124;0;1100;0;1,3;0;12,4;100;0;18,1;15,1;35;27,3;4,5;10,6;7,9;16;54,2;11,4;0;0;0;62,3;0;0;24,4;13,4;2,7;63,2;29,7;4,4;0;6,71;5,85;6,25;7,46
78126;0;1873;0;6,3;5,3;6,3;95,5;4,5;3,5;13,8;37,7;35,4;9,7;1,2;2,9;42,9;45,3;6,4;1,4;0;0;83;0;0;8,5;8,5;5,3;59,1;8,3;27,3;0;8,72;7,26;7,85;9,97
78133;0;605;0;2,6;2;16,8;95,6;4,4;6,9;17;46;27,2;2,8;0;5,3;43;45,3;6,3;0;0;0;50,2;12,8;7;7;23,1;5,6;48,6;24,9;4,1;16,7;8,13;6,48;7,14;8,64
78138;0;1516;0;0,8;0;4,4;99,3;0,7;2;10,2;27,5;48,7;11,6;0,9;1,6;10,2;73,8;11,7;1,8;0;0;91,4;0;0;6,1;2,5;1;90,2;4,7;0;4,2;6,37;5,73;6,04;6,66
78146;0;1669;0;1;0;5,8;97,5;2,5;11,6;33,5;28,4;24,3;2,2;2,4;14;36,1;39,2;7,7;0,7;0;6,3;51,2;0;9,1;17,8;15,7;6;47,3;37,7;8,1;0,9;8,19;7,04;7,83;8,77
78158;0;2053;0;1,5;0,7;8,1;97,5;2,5;10,4;26,3;37,6;21,4;4,3;4;7,2;29,8;47;11;1;0;4,5;19,7;28,8;18,3;11,9;16,9;6;29,1;31,9;25,7;7,3;9,24;6,82;8,17;10,92
78160;0;292;0;0;0;9,9;95,4;4,6;8,9;22,6;43,2;21,6;3,8;0;11,8;38,9;34,6;10,8;3,9;0;5,7;20,9;25,3;22,3;7,1;18,6;13,4;15,1;62,3;9,2;0;7,61;6,37;7,65;8,41
78165;0;1717;0;2,4;1;5,6;91,9;8,1;6,1;14,7;37,9;34,7;6,6;0,7;4,5;18,2;60,4;13,2;2,1;1;0,6;54,8;26,6;0,8;11,2;5,9;2,2;69,9;24,7;3,1;0;6,52;5,74;6,13;7,15
78172;0;3130;12;1,1;0,5;6,6;88,4;11,6;3,9;19,6;41,8;26,9;7,8;0,7;3,6;33,8;40,4;19,3;2,2;0;0;37,3;22,7;17,3;13,2;9,5;5,9;35,3;45,6;5;8,2;7,41;6,4;7,16;8,11
78190;0;997;0;1,6;1,1;9;100;0;16,9;32,7;34,6;13,7;2,1;6,9;11;35;41;6,1;0;0;1,2;11,4;0;25,1;12;50,3;16,2;11,4;55,1;17,3;0;8,84;7,22;7,84;8,88
78208;0;2409;0;3,4;1,8;5,1;95,4;4,6;17,8;16;34,9;25,5;5,9;12,7;4;16,3;38,7;26,2;2,2;0;0;17,5;35,7;36;7,2;3,6;3,1;38,5;56,5;1,4;0,5;7,4;6,36;7,36;8,23
78217;0;619;74;1,8;1,8;8,5;94,1;5,9;1,7;21,9;40,9;28,5;6,9;0;2,1;39,9;43,1;13;1,9;0;0;42,2;0;15,3;4,3;38,2;14;41,8;27,8;12,9;3,6;6,99;5,49;6,77;8
78220;0;445;0;2,9;2,5;4,9;71,7;28,3;4,5;31,1;27;28,6;8,8;3;5,4;34,8;33,8;23;0;0;0;6,7;24,3;14;55,1;0;8,4;0;46,9;26;18,7;7,76;6,79;7,2;8,14
78242;0;1480;0;1,7;0,8;5;99,2;0,8;8;25,3;30,4;24,4;11,9;3,1;5,1;33,1;34,9;22,7;1,1;0;0;74,1;4,4;0;10,3;11,3;2,2;65;11,2;13,3;8,3;7,2;5,84;6,4;7,88
78267;0;456;0;0;0;7,1;87,7;12,3;4,2;33;34,8;23,3;4,6;0;3,8;36,5;45,5;14,2;0;0;0;13,7;5,8;11,2;8,1;61,2;13,4;18,2;56,7;3,7;7,9;7,97;6,67;7,94;8,78
78297;0;6277;0;2;0,6;6,7;89,3;10,7;12,7;19,8;31,6;26,9;9;7,5;5,4;20,3;43,3;21,2;2;0,3;7,3;18;25,1;27,8;9,6;12,3;2,5;23,2;64,5;7,4;2,4;7,76;6,6;7,69;8,55
78311;0;2592;86;1,5;0,5;7;98,9;1,1;9,3;26,7;42,5;18,1;3,4;5,9;6;35,1;38,6;13,4;1;0;14,1;8,9;30,5;3,4;6,6;36,5;11,7;31,2;43,6;8,2;5,3;8,23;7,05;7,58;8,4
78322;0;1346;0;0;3,5;5,2;97,4;2,6;77;6,2;9,2;5,8;1,7;73,9;4,9;6;12,3;2;1;0;4,3;5,9;3,2;3,5;5,4;77,7;2,4;4,7;14,3;77,7;0,9;8,25;6,71;7,75;9,26
78335;0;2439;0;3,1;1,8;6,4;90,1;9,9;7,9;18,6;34,1;29,7;9,7;2;5,1;21,6;46,1;23,9;1,4;0;0;25,4;36;21;13,2;4,4;4,4;36,9;49,2;5,2;4,4;6,83;6,13;6,65;7,44
78350;0;645;0;2,3;0;12,3;94,8;5,2;10,8;29,5;35,9;19;4,8;4,8;8,9;31,4;40,3;12,3;2,3;0;2,7;0;23,6;12,9;23;37,9;19,6;0;37,4;32,6;10,4;9,23;7,57;8,28;10,81
78354;0;532;0;2,1;0;6,8;68,8;31,2;6,2;20,7;24,7;31,5;16,9;0;2,3;16,9;55,4;25,4;0;0;0;16,9;46,2;12,2;7,1;17,5;6,9;51,4;41,7;0;0;6,3;5,41;5,75;7,22
78356;0;1171;0;1,1;0;6,6;58,6;41,4;3,3;12,9;21,8;36,8;25,2;0;2,9;14,2;26,4;46,9;9,6;0;13,4;40,5;4,1;14;16,4;11,5;2,8;32,6;57;6,6;1;7,14;5,91;6,38;8,05
78358;0;1275;11;2,5;0;8,2;99,1;0,9;27,7;21,9;31;16,4;3,1;17,6;7,3;28,5;32,3;11,9;2,5;0;7,9;0,9;14,5;11;39;26,8;9,7;0;62,6;20;7,6;9,13;7,54;8,2;9,81
78361;0;7189;0;1,5;0,4;5,2;99,2;0,8;4,4;20;34,4;30,6;10,5;1,8;4,3;29,1;49,3;11,6;3,3;0,4;2,1;77;9,6;3,2;6,1;2,1;2,3;80;14;3,2;0,6;6,15;5,28;5,95;6,67
78362;0;3184;0;2,1;0,9;7;94,3;5,7;8,2;15,5;36,6;29,6;10;4,1;4,7;31,3;43,5;14,3;1,7;0,4;8,9;44;23,5;9,5;7,7;6,4;2,5;42,5;48,5;3,7;2,8;6,8;5,93;6,81;7,43
78372;0;1011;11;1,1;0;7;98,1;1,9;10,3;26,6;38,2;20,4;4,5;4;8,7;33,7;42,6;9,8;1,2;0;3,8;4,6;29,1;4,7;29,7;28;13,8;26,2;50,7;8;1,3;7,71;6,52;7,25;8,28
78380;0;341;15;3,5;0;8,7;96,6;3,4;0;12,4;57,1;26,5;4,1;0;0;52,8;47,2;0;0;0;0;71,5;0;0;0;28,5;5,7;71;17,9;0;5,4;6,9;6,05;6,36;7,38
78383;0;1737;47;2,7;1,7;7,6;99;1;16,2;22,4;35,4;22;4;11,9;5,6;24;40,8;16,5;1,2;0;0;3,7;29,7;19,4;4,3;42,8;10,5;0;56,7;25,6;7,1;8,46;7,14;7,8;9
78396;0;536;0;2,1;0;7,3;94,5;5,5;2;18,1;30,5;42,3;7,2;0;0;21,5;65,6;7,7;5,2;0;0;81;4,4;4,1;8,3;2,1;0;73,3;19,2;3;4,5;6,46;5,91;6,27;6,72
78397;0;396;53;11,6;0;5,8;97,3;2,7;4,8;32,3;39,9;20,1;2,9;3,1;4,7;30,8;42,6;15,3;3,5;0;0;0;0;3,8;26;70,2;22,6;0;48,4;29;0;8,64;7,15;7,78;10,23
78401;0;1125;31;1;0;6,5;94,9;5,1;4,4;17,3;30,6;32,8;14,9;0;4,8;27,1;50,9;17,2;0;0;0;70,3;0;12;14,9;2,8;3,6;65,3;20;6,3;4,7;6,85;6,08;6,44;7,47
78418;0;1047;20;1,3;1,1;7,2;95,9;4,1;3,6;24,9;39,4;24,8;7,3;1,2;3,5;26,1;48;17,3;4;0;1,6;2,6;49,2;11,6;9,4;25,6;11,8;0;56,2;23,8;8,2;8,2;7,2;7,93;8,54
78423;0;3691;48;1,4;0,3;10,9;95,8;4,2;20,6;19;34,8;20,6;5;14,2;5,2;19;40,5;18,2;2,5;0,3;0,5;0;55,5;25;3,3;15,7;3,1;17,8;65,3;11,8;2,1;8;6,85;7,5;8,37
78440;0;4960;33;1,3;0,3;4,7;94,9;5,1;2,7;15,4;41,5;31,4;9;0,2;3,5;33,1;43,6;15,9;3,5;0,2;7,3;64,6;4,7;5,3;6,9;11,2;1,4;50,2;35,4;10,3;2,7;6,8;5,87;6,52;7,46
78455;0;418;50;0;0;6,6;80,6;19,4;8,6;30,1;25,6;25,6;10;0;7;31,5;35;20,8;5,8;0;0;0;24,1;13;18,9;44;16,7;0;69,1;11,4;2,8;7,87;6,85;7,45;8,34
78481;0;1573;0;1,7;0;7,1;97,3;2,7;9,2;18,2;40,2;27;5,5;5;7,7;36,5;40,9;8;1,9;0;11,3;63,1;8,1;8,2;3,3;6;4,5;63,8;19;7,1;5,7;8,49;7,04;8,21;9,02
78486;0;162;0;6,3;0;8,4;78,7;21,3;6,4;19,7;24,9;42,8;6,4;5,9;5,9;23,1;58,1;7;0;0;0;42,1;0;8,2;28,7;21,1;22,8;0;60,8;7,6;8,9;7,4;6,26;7,39;8,2
78490;0;3267;44;1,5;0;9,8;88,3;11,7;5,6;19,4;32,9;31,2;11;1,2;4,6;26,9;40,1;21,5;5,3;0,3;2,7;52,7;5,5;28,5;3,8;6,9;3,2;41,7;49,5;4,3;1,4;7,49;6,46;7,38;8,39
78498;0;6073;45;1,5;1;5,6;98,8;1,2;6,5;16,1;45,1;25,5;6,7;3,2;5,4;45,3;34,9;10,1;1,2;0;1,4;73,1;9,6;5,2;1,3;9,4;4,9;49,1;23,3;19,3;3,4;7,19;6,18;6,72;7,74
78517;0;2294;0;2,8;1,3;9,7;95,3;4,7;15;17,7;37,6;26,2;3,5;8,8;7,3;28,7;45,8;9,4;0;0;2,7;41,8;23,6;7,5;8,6;15,8;7,4;55,8;23,1;11,7;2;6,69;5,45;5,97;7,35
78537;0;178;0;0;0;8,9;100;0;0;19,1;43,2;29,6;8;0;6,1;26,3;59,8;7,8;0;0;0;55,9;0;15,5;0;28,6;16,3;48,9;34,8;0;0;6,09;5,33;5,81;6,78
78545;0;2940;0;1,5;0,8;7,5;100;0;6;16,7;40,2;31,3;5,9;1,4;7,1;37,8;45,9;7,7;0;0;6,4;72,5;5,9;3,2;3,6;8,5;0,4;70,8;12,7;5,8;10,3;7,3;6,17;6,78;7,91
78551;0;3875;20;2,2;1,5;6,4;98,7;1,3;11,4;23;36,2;23,9;5,5;7,2;6,8;37,6;37,6;9,8;0,8;0,3;3,7;58,2;10;3,5;11,5;13,2;5,2;49,1;20,2;18,3;7,2;7,85;6,13;6,98;8,7
78571;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,67;;;
78575;0;325;11;0;0;6,7;71,7;28,3;6,2;32,4;28,1;19,4;13,9;0;5,7;35,8;35,1;12,7;10,8;0;0;3,4;0;59,1;9,3;28,2;8,1;0;34,6;49,3;8,1;9,44;7,85;9,79;10,83
78586;0;5436;23;1,4;0,3;3,6;98,8;1,2;5,2;19,5;41,9;26,8;6,6;0,8;4,2;24,8;44,6;22,8;2,5;0,2;0;45,4;42,1;3,3;2,7;6,5;1,3;56,2;39,6;0;3;6,86;6,01;6,67;7,41
78621;0;6876;0;1,3;0,4;6,1;93,6;6,4;3,7;16;40,2;31,8;8,5;0,3;4;19,4;51,7;22,6;1,7;0,3;3,6;48,6;38,9;0;4;4,9;0,3;58,1;25,6;13,7;2,2;6,77;6,05;6,71;7,23
78624;0;563;0;0;0;8,3;92;8;8,9;27,5;34,6;23,6;5,3;2,5;6,9;33,6;42,4;14,7;0;0;0;11,5;0;9;38,2;41,3;27,8;11,9;44,3;16,1;0;7,78;6,95;7,66;8,12
78640;0;1914;0;2,5;0,8;11;100;0;44,7;15,3;22,1;13,2;4,7;40,7;4,3;20,9;24,6;8,8;0,6;0;0;25,9;0;4,6;50,4;19,1;9,1;25,4;30,1;35,4;0;8,5;6,71;7,67;8,73
78642;0;1899;24;3,2;0,7;6,8;98,3;1,7;8,6;20,8;35,6;28,7;6,3;3,4;7,9;26,5;51,7;10,5;0;0;2,3;56,6;7,6;16,4;4,9;12,3;4,8;47,4;25,4;4,5;17,8;7,52;6,43;7,17;8,47
78643;0;921;0;0;1,6;1,7;98,7;1,3;4,8;11,2;49,7;21,3;13,1;2,3;5;69,1;20,6;1,7;1,3;0;0;77,7;5,5;9,5;7,3;0;1,6;0;86,8;1,2;10,3;7,18;6,61;6,87;7,43
78644;0;1479;0;4,1;2,1;7,3;100;0;16,6;10,1;29,7;28,5;15;13,6;2,4;23,7;45,4;13,2;1,7;0;0;87,3;0;0;0;12,7;0;44,9;44,7;9,5;1;6,65;5,76;6,3;6,67
78646;0;7600;68;4,3;3;7;97,7;2,3;13,6;19,6;37,1;22,3;7,4;10,1;8,1;41,2;30,2;8,9;1,2;0,3;18,4;50,1;9,1;9;7,4;6;2,9;57,4;16,7;11,1;11,9;7,83;6,03;6,87;8,54
78650;0;1015;169;4,5;1,1;8;100;0;13,4;31,3;37;15,7;2,6;5,5;11;38,4;31,6;13,5;0;0;5,5;23,4;5,8;18,5;5,5;41,4;11,6;15,8;37,3;25,6;9,6;9,4;6,95;8,31;11,06
78674;0;841;0;1,5;1,3;7;89,5;10,5;5,8;32;33,7;23,5;5;1,9;4,9;36,7;42,6;12,6;1,3;0;9,9;16,2;13;13,4;7,4;40,1;17,2;15,7;54,1;13;0;8,17;7,01;7,74;8,72
78686;0;1068;49;2;0;7,1;93,7;6,3;23,6;24,9;31,6;15,5;4,4;18,7;8,3;31,8;30,6;8,9;1,6;0;9,8;12,4;16,5;10;25,3;26;13;20,2;54,9;11,9;0;8,41;6,89;7,77;9,17
78688;0;773;49;0;0;5,9;94,6;5,4;21,4;23,5;27,4;24,4;3,3;17,9;5,9;24,7;30,7;19,2;1,6;0;0;0;34,6;13,3;24,6;27,5;8,6;0;72,5;18,9;0;8,44;7,38;8,09;8,87
79003;0;376;0;0;0;5,5;12,9;87,1;0;10,7;43,9;36,3;9,1;0;0;7,4;66,4;22;4,1;0;0;2,8;15,5;20,8;40,6;20,3;14,9;8,6;73,5;3;0;5,7;5,09;5,83;6,24
79049;0;953;11;1,7;0;7,3;64,4;35,6;4;16,7;42,2;30,8;6,3;2,3;1,8;18,5;66,2;11,2;0;0;0;55,2;13,8;15,8;7,9;7,3;4,3;59,9;32,7;3;0;5,08;4,11;5,08;5,84
79079;0;287;0;0;0;7,9;4,4;95,6;0;5,1;53,4;41,4;0;0;0;14,5;70,7;14,8;0;0;0;37,1;10,4;37,4;15,1;0;0;39,9;56,2;3,8;0;5,48;4,81;5,58;6,08
79081;0;476;27;0;2,7;9,6;11,8;88,2;0;7,4;50,8;35,8;6,1;0;0;7,7;61,5;26,4;4,5;0;0;0;4,9;10,5;54;30,6;16,2;0;75,1;8,7;0;6,12;5,78;6,06;6,6
79191;0;6140;25;4,4;2,9;8,2;77,5;22,5;5,4;21,6;38,3;28;6,7;2;3,9;29,8;51,1;12;0,8;0,4;0,4;49,1;11,8;13,6;16,4;8,6;4,6;55;36,2;3,4;0,8;5,74;5,12;5,62;6,24
79202;0;533;0;2,4;0;8,7;68,3;31,7;3,5;12,6;41,6;35,4;6,8;0;4,1;21,7;58,4;13,4;2,4;0;2;50,2;6,8;16,8;18,1;6,1;5,5;52,4;40;2,1;0;5,11;4,23;4,98;6,04
79270;0;645;0;7,6;3,7;9,4;85,4;14,6;2,9;14,2;34,4;34;14,5;0;2,9;27,9;49,1;16,2;4;0;0;76,3;11,9;7;4,7;0;3,7;73,1;21,2;2;0;5,8;5,29;5,61;6,09
79329;0;1124;0;5,4;3,2;8,9;72,1;27,9;3,1;19,7;41,2;33,2;2,8;1;5,3;26,2;57;9,5;1;0;6;60,4;14,2;11,8;4;3,5;6,5;60,8;30,7;1;1;5,02;4,23;4,97;5,65
80001;0;4008;25;1,4;0,3;8,9;79;21;5,6;16,8;40,2;31,7;5,7;2;3,3;24,2;53,2;14,9;2,5;0;0,4;45,4;18,6;10,4;15,6;9,6;6,5;55,5;36,2;1,5;0,3;5,11;4,24;5;5,85
80016;0;694;0;1,6;1,7;9,2;63,6;36,4;8,9;15,2;43,9;27,4;4,6;0;7;27,5;53;12,6;0;0;12,1;39,1;8,3;17,6;20,7;2,3;4;55,3;30,9;9,8;0;5,9;4,98;5,56;6,83
80021;0;23683;64;1,3;0,6;8,5;90,5;9,5;10,3;21,2;38,5;23,3;6,7;5,8;5,6;28,6;41,2;16,2;2,4;0,3;3,4;46,5;18,5;9,6;10,1;11,9;3,9;49,9;36,8;6,9;2,5;6,4;5,55;6,28;7,02
